S NO,NAME,Gender,LANGUAGE_10,ENGLISH_10,MATHS_10,SCIENCE_10,SOCIAL_STUDIES_10,LANGUAGE_12,ENGLISH_12,BUSINESS_MATHS_12,COMMERCE_12,ECONOMICS_12,ACCOUNTANCY_12,CertificationGained_MB,Olympiads Qualified,Technical Projects,STATUS,,,,,,,,,,,,STATUS_CB,STATUS_CA
830,"Kelly, Mr. James",Male,89,83,59,92,68,43,86,40,72,74,75,Economics,5,6,,,,,,,,,,,,,,
831,"Mullens, Miss. Katherine ""Katie""",Female,76,58,71,86,69,41,75,68,59,68,91,Accountancy,1,1,,,,,,,,,,,,,,
832,"Thayer, Mr. John Borland",Male,55,70,60,90,84,84,91,92,96,51,48,Business Maths,3,5,,,,,,,,,,,,,,
833,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,88,61,51,91,73,79,81,80,82,64,78,Accountancy,2,7,,,,,,,,,,,,,,
834,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Female,78,87,77,89,96,45,52,43,72,50,56,English,3,3,,,,,,,,,,,,,,
835,"Silverthorne, Mr. Spencer Victor",Male,57,64,84,80,97,64,52,61,52,80,52,Economics,0,6,,,,,,,,,,,,,,
836,"Barbara, Miss. Saiide",Female,98,98,57,74,67,60,81,51,88,66,72,Economics,6,5,,,,,,,,,,,,,,
837,"Gallagher, Mr. Martin",Male,90,73,60,76,96,75,72,56,59,93,58,Commerce,5,8,,,,,,,,,,,,,,
838,"Hansen, Mr. Henrik Juul",Male,67,55,47,73,98,96,76,69,97,52,65,Business Maths,4,7,,,,,,,,,,,,,,
839,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Male,89,74,64,73,86,87,88,48,93,54,90,Economics,4,7,,,,,,,,,,,,,,
840,"Kelly, Mrs. Florence ""Fannie""",Female,77,87,91,94,75,92,88,69,72,51,53,Accountancy,3,6,,,,,,,,,,,,,,
841,"Calderhead, Mr. Edward Pennington",Male,65,77,83,80,90,86,56,89,85,99,49,English,5,1,,,,,,,,,,,,,,
842,"Cleaver, Miss. Alice",Female,87,74,90,92,75,73,63,53,63,87,99,Commerce,4,7,,,,,,,,,,,,,,
843,"Moubarek, Master. Halim Gonios (""William George"")",Male,92,50,95,95,99,58,71,89,91,47,66,Business Maths,1,7,,,,,,,,,,,,,,
844,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Female,65,84,45,96,64,81,82,64,89,61,87,Accountancy,6,3,,,,,,,,,,,,,,
845,"Klaber, Mr. Herman",Male,72,55,55,99,69,55,87,85,48,68,87,Commerce,6,0,,,,,,,,,,,,,,
846,"Taylor, Mr. Elmer Zebley",Male,69,81,71,88,75,76,72,69,96,83,95,Accountancy,4,5,,,,,,,,,,,,,,
847,"Larsson, Mr. August Viktor",Male,78,97,91,72,77,72,79,96,86,74,95,Economics,6,5,,,,,,,,,,,,,,
848,"Greenberg, Mr. Samuel",Male,76,93,70,89,60,90,46,90,54,67,77,English,3,6,,,,,,,,,,,,,,
849,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,60,93,91,95,85,49,63,57,49,75,87,Commerce,5,8,,,,,,,,,,,,,,
850,"Endres, Miss. Caroline Louise",Female,70,72,71,100,98,80,94,66,56,70,76,Business Maths,0,5,,,,,,,,,,,,,,
851,"Troutt, Miss. Edwina Celia ""Winnie""",Female,96,84,74,82,69,93,50,57,52,71,87,Commerce,2,3,,,,,,,,,,,,,,
852,"McEvoy, Mr. Michael",Male,84,51,53,83,85,85,48,81,66,73,70,Accountancy,1,4,,,,,,,,,,,,,,
853,"Johnson, Mr. Malkolm Joackim",Male,41,50,43,78,78,68,48,94,88,99,62,Economics,5,1,,,,,,,,,,,,,,
854,"Harper, Miss. Annie Jessie ""Nina""",Female,58,96,86,89,66,74,70,54,67,67,69,English,4,5,,,,,,,,,,,,,,
855,"Jensen, Mr. Svend Lauritz",Male,62,82,94,97,70,71,70,50,57,51,56,Accountancy,6,0,,,,,,,,,,,,,,
856,"Gillespie, Mr. William Henry",Male,56,80,76,96,60,88,77,80,80,70,89,English,1,3,,,,,,,,,,,,,,
857,"Hodges, Mr. Henry Price",Male,84,72,75,90,79,80,55,79,45,74,54,Economics,1,8,,,,,,,,,,,,,,
858,"Chambers, Mr. Norman Campbell",Male,85,62,83,72,95,53,85,48,76,91,89,Accountancy,0,1,,,,,,,,,,,,,,
859,"Oreskovic, Mr. Luka",Male,77,64,88,86,63,95,74,41,65,59,94,Business Maths,5,3,,,,,,,,,,,,,,
860,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Female,56,83,42,95,99,94,63,43,93,51,82,Commerce,6,6,,,,,,,,,,,,,,
861,"Mannion, Miss. Margareth",Female,47,76,58,79,70,43,57,66,64,64,54,Accountancy,2,1,,,,,,,,,,,,,,
862,"Bryhl, Mr. Kurt Arnold Gottfrid",Male,67,90,70,88,86,44,97,93,74,56,71,Economics,1,0,,,,,,,,,,,,,,
863,"Ilmakangas, Miss. Pieta Sofia",Female,40,55,73,77,67,80,89,57,67,94,76,English,2,1,,,,,,,,,,,,,,
864,"Allen, Miss. Elisabeth Walton",Female,67,85,83,78,90,43,93,47,52,80,66,Accountancy,2,5,,,,,,,,,,,,,,
865,"Hassan, Mr. Houssein G N",Male,96,58,96,93,85,75,84,63,67,94,84,English,0,2,,,,,,,,,,,,,,
866,"Knight, Mr. Robert J",Male,45,81,90,80,98,70,54,50,73,98,95,Economics,4,1,,,,,,,,,,,,,,
867,"Berriman, Mr. William John",Male,41,69,99,96,96,67,63,85,84,96,97,Accountancy,6,2,,,,,,,,,,,,,,
868,"Troupiansky, Mr. Moses Aaron",Male,42,61,61,80,70,78,79,83,94,81,91,Business Maths,1,8,,,,,,,,,,,,,,
869,"Williams, Mr. Leslie",Male,95,78,86,88,76,55,60,95,83,79,83,Accountancy,5,6,,,,,,,,,,,,,,
870,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,56,50,61,89,79,50,93,69,68,72,54,Business Maths,0,4,,,,,,,,,,,,,,
871,"Lesurer, Mr. Gustave J",Male,97,58,44,93,94,51,97,59,85,88,59,Accountancy,0,6,,,,,,,,,,,,,,
872,"Ivanoff, Mr. Kanio",Male,83,74,80,92,78,93,84,73,62,50,61,Economics,3,7,,,,,,,,,,,,,,
873,"Nankoff, Mr. Minko",Male,48,92,67,89,89,95,45,43,45,81,74,English,2,4,,,,,,,,,,,,,,
874,"Hawksford, Mr. Walter James",Male,62,79,89,89,87,82,81,80,70,60,90,Economics,5,8,,,,,,,,,,,,,,
875,"Cavendish, Mr. Tyrell William",Male,51,84,69,91,67,90,65,75,97,65,67,Accountancy,2,7,,,,,,,,,,,,,,
876,"Ryerson, Miss. Susan Parker ""Suzette""",Female,97,81,46,81,72,93,47,79,50,53,69,Business Maths,2,4,,,,,,,,,,,,,,
877,"McNamee, Mr. Neal",Male,84,57,56,86,79,94,77,52,93,57,75,Accountancy,4,0,,,,,,,,,,,,,,
878,"Stranden, Mr. Juho",Male,47,62,83,71,70,83,75,84,65,47,81,English,3,5,,,,,,,,,,,,,,
879,"Crosby, Capt. Edward Gifford",Male,65,73,72,78,76,93,40,59,47,51,74,Economics,2,2,,,,,,,,,,,,,,
880,"Abbott, Mr. Rossmore Edward",Male,65,91,64,100,60,65,51,91,64,78,68,Economics,5,6,,,,,,,,,,,,,,
881,"Sinkkonen, Miss. Anna",Female,80,97,52,92,72,41,91,64,56,60,84,Commerce,1,8,,,,,,,,,,,,,,
882,"Marvin, Mr. Daniel Warner",Male,65,88,45,78,72,43,55,85,77,90,81,Business Maths,3,6,,,,,,,,,,,,,,
883,"Connaghton, Mr. Michael",Male,43,54,68,86,87,57,54,91,95,57,90,Economics,3,4,,,,,,,,,,,,,,
884,"Wells, Miss. Joan",Female,66,69,81,81,93,96,46,96,79,77,84,Accountancy,2,1,,,,,,,,,,,,,,
885,"Moor, Master. Meier",Male,80,68,75,72,69,68,96,58,96,69,49,English,3,5,,,,,,,,,,,,,,
886,"Vande Velde, Mr. Johannes Joseph",Male,68,78,90,92,75,62,86,58,77,98,48,Commerce,1,6,,,,,,,,,,,,,,
887,"Jonkoff, Mr. Lalio",Male,93,77,80,94,89,74,90,57,82,91,94,Business Maths,6,8,,,,,,,,,,,,,,
888,"Herman, Mrs. Samuel (Jane Laver)",Female,61,57,97,98,64,90,78,84,79,87,98,Accountancy,5,7,,,,,,,,,,,,,,
889,"Hamalainen, Master. Viljo",Male,88,64,50,73,72,62,77,85,56,51,78,Commerce,4,8,,,,,,,,,,,,,,
890,"Carlsson, Mr. August Sigfrid",Male,46,53,79,83,99,85,83,85,82,86,52,Accountancy,6,8,,,,,,,,,,,,,,
891,"Bailey, Mr. Percy Andrew",Male,63,90,83,86,99,53,58,71,57,62,72,Economics,4,3,,,,,,,,,,,,,,
892,"Theobald, Mr. Thomas Leonard",Male,40,52,91,81,100,88,40,56,68,80,65,English,5,1,,,,,,,,,,,,,,
893,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Female,89,60,63,97,80,90,84,75,70,55,72,Commerce,2,3,,,,,,,,,,,,,,
894,"Garfirth, Mr. John",Male,58,82,99,73,61,75,72,42,47,61,83,Business Maths,5,5,,,,,,,,,,,,,,
895,"Nirva, Mr. Iisakki Antino Aijo",Male,91,61,81,87,72,52,65,59,66,77,77,Commerce,2,6,,,,,,,,,,,,,,
896,"Barah, Mr. Hanna Assi",Male,70,71,60,83,84,63,74,96,56,67,51,Accountancy,0,4,,,,,,,,,,,,,,
897,"Carter, Mrs. William Ernest (Lucile Polk)",Female,46,89,54,73,91,79,68,67,78,80,54,Economics,6,6,,,,,,,,,,,,,,
898,"Eklund, Mr. Hans Linus",Male,79,59,92,97,96,66,48,96,53,62,53,English,6,2,,,,,,,,,,,,,,
899,"Hogeboom, Mrs. John C (Anna Andrews)",Female,84,63,57,91,76,96,40,90,96,97,86,Accountancy,2,5,,,,,,,,,,,,,,
900,"Brewe, Dr. Arthur Jackson",Male,98,58,51,81,83,80,84,61,81,47,78,English,5,8,,,,,,,,,,,,,,
901,"Mangan, Miss. Mary",Female,91,65,45,72,78,50,69,78,51,64,84,Economics,2,6,,,,,,,,,,,,,,
902,"Moran, Mr. Daniel J",Male,58,86,73,72,72,77,93,84,48,74,84,Accountancy,3,6,,,,,,,,,,,,,,
903,"Gronnestad, Mr. Daniel Danielsen",Male,59,58,50,84,77,77,49,44,93,52,68,Business Maths,5,1,,,,,,,,,,,,,,
904,"Lievens, Mr. Rene Aime",Male,89,97,75,80,83,57,91,96,85,66,84,Commerce,2,4,,,,,,,,,,,,,,
905,"Jensen, Mr. Niels Peder",Male,93,84,89,84,99,93,40,62,91,61,49,Accountancy,3,3,,,,,,,,,,,,,,
906,"Mack, Mrs. (Mary)",Female,64,80,61,91,70,69,64,57,94,55,82,Economics,4,7,,,,,,,,,,,,,,
907,"Elias, Mr. Dibo",Male,52,57,59,100,95,41,72,58,66,58,78,English,6,7,,,,,,,,,,,,,,
908,"Hocking, Mrs. Elizabeth (Eliza Needs)",Male,77,50,79,95,98,87,66,78,43,94,71,Accountancy,3,3,,,,,,,,,,,,,,
909,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Female,85,84,100,93,90,72,66,95,97,47,97,English,3,0,,,,,,,,,,,,,,
910,"Tobin, Mr. Roger",Male,41,59,80,99,68,78,85,52,81,57,73,Economics,6,7,,,,,,,,,,,,,,
911,"Emanuel, Miss. Virginia Ethel",Female,40,51,55,87,65,97,89,54,90,54,61,Accountancy,3,0,,,,,,,,,,,,,,
912,"Kilgannon, Mr. Thomas J",Male,93,89,56,76,81,66,71,74,64,69,64,Business Maths,1,2,,,,,,,,,,,,,,
913,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Female,73,58,60,96,68,71,77,83,75,97,84,Accountancy,2,5,,,,,,,,,,,,,,
914,"Ayoub, Miss. Banoura",Female,62,87,99,79,69,75,80,81,84,93,85,Business Maths,1,1,,,,,,,,,,,,,,
915,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Female,46,63,56,74,88,57,60,55,77,57,66,Accountancy,6,1,,,,,,,,,,,,,,
916,"Long, Mr. Milton Clyde",Male,75,62,46,77,90,71,80,56,76,52,77,Economics,4,3,,,,,,,,,,,,,,
917,"Johnston, Mr. Andrew G",Male,47,81,44,91,60,96,50,93,52,87,54,English,6,6,,,,,,,,,,,,,,
918,"Ali, Mr. William",Male,59,58,57,92,92,69,86,65,85,73,58,Economics,5,8,,,,,,,,,,,,,,
919,"Harmer, Mr. Abraham (David Lishin)",Male,74,77,50,88,79,67,60,42,80,73,99,Accountancy,5,0,,,,,,,,,,,,,,
920,"Sjoblom, Miss. Anna Sofia",Female,55,98,79,92,62,45,93,91,64,76,95,Business Maths,2,2,,,,,,,,,,,,,,
921,"Rice, Master. George Hugh",Male,53,63,86,90,74,94,50,58,75,97,56,Accountancy,1,2,,,,,,,,,,,,,,
922,"Dean, Master. Bertram Vere",Male,43,80,96,79,62,44,61,84,97,64,58,English,4,2,,,,,,,,,,,,,,
923,"Guggenheim, Mr. Benjamin",Male,77,96,59,83,85,50,88,47,67,48,64,Economics,0,8,,,,,,,,,,,,,,
924,"Keane, Mr. Andrew ""Andy""",Male,47,50,55,97,62,61,83,61,64,56,53,Economics,4,1,,,,,,,,,,,,,,
925,"Gaskell, Mr. Alfred",Male,89,80,65,97,75,66,61,66,86,58,94,Commerce,6,6,,,,,,,,,,,,,,
926,"Sage, Miss. Stella Anna",Female,64,74,74,86,83,56,79,80,61,52,49,Business Maths,0,5,,,,,,,,,,,,,,
927,"Hoyt, Mr. William Fisher",Male,85,55,56,87,62,67,46,61,48,50,64,Economics,6,5,,,,,,,,,,,,,,
928,"Dantcheff, Mr. Ristiu",Male,71,51,56,98,90,53,73,55,67,54,80,Accountancy,2,8,,,,,,,,,,,,,,
929,"Otter, Mr. Richard",Male,48,98,51,88,65,62,73,60,94,65,52,English,6,4,,,,,,,,,,,,,,
930,"Leader, Dr. Alice (Farnham)",Female,70,69,55,84,66,90,42,69,78,94,76,Commerce,4,0,,,,,,,,,,,,,,
931,"Osman, Mrs. Mara",Female,57,82,94,91,67,75,76,77,47,61,77,Business Maths,2,7,,,,,,,,,,,,,,
932,"Ibrahim Shawah, Mr. Yousseff",Male,75,80,75,73,95,85,66,94,86,79,86,Accountancy,2,3,,,,,,,,,,,,,,
933,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,65,50,47,96,97,54,85,80,84,52,92,Commerce,6,3,,,,,,,,,,,,,,
934,"Ponesell, Mr. Martin",Male,66,60,56,93,99,85,41,48,45,91,78,Accountancy,2,0,,,,,,,,,,,,,,
935,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Female,54,64,55,86,60,58,86,70,93,71,93,Economics,5,2,,,,,,,,,,,,,,
936,"Carter, Master. William Thornton II",Male,80,100,56,90,67,75,88,81,84,61,99,English,4,3,,,,,,,,,,,,,,
937,"Thomas, Master. Assad Alexander",Male,51,62,51,97,78,80,47,81,56,60,81,Commerce,1,7,,,,,,,,,,,,,,
938,"Hedman, Mr. Oskar Arvid",Male,97,86,60,72,64,54,90,72,51,96,85,Business Maths,3,1,,,,,,,,,,,,,,
939,"Johansson, Mr. Karl Johan",Male,45,82,72,92,97,42,40,49,57,87,67,Commerce,6,3,,,,,,,,,,,,,,
940,"Andrews, Mr. Thomas Jr",Male,83,66,50,91,85,96,61,73,73,46,68,Accountancy,3,4,,,,,,,,,,,,,,
941,"Pettersson, Miss. Ellen Natalia",Male,81,78,65,78,82,89,97,86,75,86,49,Economics,0,0,,,,,,,,,,,,,,
942,"Meyer, Mr. August",Female,84,79,49,94,90,63,51,83,78,83,50,English,2,6,,,,,,,,,,,,,,
943,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Female,63,51,86,75,64,88,78,45,86,98,74,Accountancy,1,0,,,,,,,,,,,,,,
944,"Alexander, Mr. William",Male,82,69,69,95,79,91,44,87,59,63,58,English,3,7,,,,,,,,,,,,,,
945,"Lester, Mr. James",Male,85,100,65,83,80,78,41,49,53,50,54,Economics,3,0,,,,,,,,,,,,,,
946,"Slemen, Mr. Richard James",Male,98,68,93,85,60,90,81,55,94,71,89,Accountancy,6,5,,,,,,,,,,,,,,
947,"Andersson, Miss. Ebba Iris Alfrida",Female,49,68,42,75,65,45,54,90,55,51,69,Business Maths,1,7,,,,,,,,,,,,,,
948,"Tomlin, Mr. Ernest Portage",Male,93,71,46,86,92,44,89,62,43,54,60,Commerce,4,0,,,,,,,,,,,,,,
949,"Fry, Mr. Richard",Male,52,90,99,94,90,61,53,70,51,84,68,Accountancy,0,6,,,,,,,,,,,,,,
950,"Heininen, Miss. Wendla Maria",Female,45,85,99,82,87,62,42,52,45,55,72,Economics,6,0,,,,,,,,,,,,,,
951,"Mallet, Mr. Albert",Male,74,82,60,71,83,77,62,61,64,84,77,English,4,6,,,,,,,,,,,,,,
952,"Holm, Mr. John Fredrik Alexander",Male,89,79,54,91,61,55,66,50,58,54,51,Accountancy,6,5,,,,,,,,,,,,,,
953,"Skoog, Master. Karl Thorsten",Male,92,62,91,72,71,52,42,63,61,54,71,English,3,6,,,,,,,,,,,,,,
954,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Female,55,94,85,74,68,73,90,94,80,57,67,Economics,3,7,,,,,,,,,,,,,,
955,"Lulic, Mr. Nikola",Male,55,82,71,75,96,42,91,60,84,61,94,Accountancy,0,1,,,,,,,,,,,,,,
956,"Reuchlin, Jonkheer. John George",Male,91,93,62,82,83,51,59,95,88,79,52,Business Maths,1,7,,,,,,,,,,,,,,
957,"Moor, Mrs. (Beila)",Female,56,77,40,93,86,83,63,80,52,50,68,Accountancy,2,4,,,,,,,,,,,,,,
958,"Panula, Master. Urho Abraham",Male,75,61,75,90,70,47,43,76,63,74,95,Business Maths,1,4,,,,,,,,,,,,,,
959,"Flynn, Mr. John",Male,78,72,99,100,75,85,84,74,54,59,64,Accountancy,6,8,,,,,,,,,,,,,,
960,"Lam, Mr. Len",Male,48,99,40,84,71,95,78,72,65,72,85,Economics,0,0,,,,,,,,,,,,,,
961,"Mallet, Master. Andre",Male,87,66,65,100,85,97,40,88,90,93,49,English,5,4,,,,,,,,,,,,,,
962,"McCormack, Mr. Thomas Joseph",Male,82,74,74,96,98,73,86,83,97,47,68,Economics,5,8,,,,,,,,,,,,,,
963,"Stone, Mrs. George Nelson (Martha Evelyn)",Female,56,99,43,76,61,71,69,92,46,72,57,Accountancy,3,5,,,,,,,,,,,,,,
964,"Yasbeck, Mrs. Antoni (Selini Alexander)",Female,92,94,46,83,70,59,47,94,92,78,95,Business Maths,2,1,,,,,,,,,,,,,,
965,"Richards, Master. George Sibley",Male,95,96,50,91,87,51,86,46,96,92,70,Accountancy,6,3,,,,,,,,,,,,,,
966,"Saad, Mr. Amin",Male,96,50,71,70,81,67,56,71,68,65,79,English,6,1,,,,,,,,,,,,,,
967,"Augustsson, Mr. Albert",Male,57,84,100,86,62,87,91,93,93,74,58,Economics,5,4,,,,,,,,,,,,,,
968,"Allum, Mr. Owen George",Male,87,71,74,92,86,46,93,48,70,62,84,Economics,6,2,,,,,,,,,,,,,,
969,"Compton, Miss. Sara Rebecca",Male,50,99,59,70,69,57,46,92,72,66,55,Commerce,3,4,,,,,,,,,,,,,,
970,"Pasic, Mr. Jakob",Male,42,81,67,95,60,84,82,60,81,96,60,Business Maths,3,3,,,,,,,,,,,,,,
971,"Sirota, Mr. Maurice",Male,90,57,67,84,74,71,89,62,97,57,66,Economics,1,8,,,,,,,,,,,,,,
972,"Chip, Mr. Chang",Female,65,63,50,87,99,93,80,47,75,71,78,Accountancy,1,1,,,,,,,,,,,,,,
973,"Marechal, Mr. Pierre",Male,40,52,86,96,75,43,63,47,67,55,90,English,2,2,,,,,,,,,,,,,,
974,"Alhomaki, Mr. Ilmari Rudolf",Female,90,53,50,90,71,53,97,78,94,48,84,Commerce,2,8,,,,,,,,,,,,,,
975,"Mudd, Mr. Thomas Charles",Male,93,74,90,72,81,58,56,61,67,58,49,Business Maths,1,2,,,,,,,,,,,,,,
976,"Serepeca, Miss. Augusta",Male,63,93,49,83,68,54,76,55,91,65,92,Accountancy,6,7,,,,,,,,,,,,,,
977,"Lemberopolous, Mr. Peter L",Male,74,62,100,73,79,67,58,53,52,75,92,Commerce,3,1,,,,,,,,,,,,,,
978,"Culumovic, Mr. Jeso",Male,85,68,45,81,73,61,86,67,57,49,51,Accountancy,3,6,,,,,,,,,,,,,,
979,"Abbing, Mr. Anthony",Male,47,87,43,73,84,43,89,82,60,56,62,Economics,0,8,,,,,,,,,,,,,,
980,"Sage, Mr. Douglas Bullen",Male,83,81,92,89,86,54,85,78,58,73,60,English,1,5,,,,,,,,,,,,,,
981,"Markoff, Mr. Marin",Male,70,58,51,92,77,89,72,54,88,72,58,Commerce,6,0,,,,,,,,,,,,,,
982,"Harper, Rev. John",Male,52,63,63,97,98,40,71,78,76,80,99,Business Maths,1,8,,,,,,,,,,,,,,
983,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",Female,45,87,57,91,65,80,48,65,53,56,88,Commerce,2,5,,,,,,,,,,,,,,
984,"Andersson, Master. Sigvard Harald Elias",Male,50,73,99,81,62,74,59,56,62,61,86,Accountancy,5,6,,,,,,,,,,,,,,
985,"Svensson, Mr. Johan",Male,69,84,65,87,88,87,53,58,74,53,70,Economics,3,5,,,,,,,,,,,,,,
986,"Boulos, Miss. Nourelain",Female,90,93,54,78,66,67,92,55,66,55,71,English,2,3,,,,,,,,,,,,,,
987,"Lines, Miss. Mary Conover",Female,44,79,100,90,97,95,41,91,96,55,63,Accountancy,4,8,,,,,,,,,,,,,,
988,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Female,63,52,52,87,86,84,77,84,45,89,97,English,3,3,,,,,,,,,,,,,,
989,"Aks, Mrs. Sam (Leah Rosen)",Female,85,57,92,100,71,51,44,80,57,64,99,Economics,4,4,,,,,,,,,,,,,,
990,"Wick, Mrs. George Dennick (Mary Hitchcock)",Female,91,92,62,80,78,40,52,89,59,68,78,Accountancy,6,5,,,,,,,,,,,,,,
991,"Daly, Mr. Peter Denis ",Male,46,60,47,76,79,85,85,80,57,91,66,Business Maths,3,7,,,,,,,,,,,,,,
992,"Baclini, Mrs. Solomon (Latifa Qurban)",Female,97,88,65,70,98,84,60,45,52,75,93,Commerce,6,3,,,,,,,,,,,,,,
993,"Razi, Mr. Raihed",Male,90,75,41,77,68,68,65,47,55,91,98,Accountancy,3,0,,,,,,,,,,,,,,
994,"Hansen, Mr. Claus Peter",Male,89,69,56,85,60,97,93,84,87,52,47,Economics,6,7,,,,,,,,,,,,,,
995,"Giles, Mr. Frederick Edward",Male,46,74,82,96,72,55,54,75,95,73,55,English,6,3,,,,,,,,,,,,,,
996,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Female,63,62,55,76,97,42,56,62,65,69,52,Accountancy,5,3,,,,,,,,,,,,,,
997,"Sage, Miss. Dorothy Edith ""Dolly""",Female,65,100,83,85,88,73,74,45,74,89,75,English,0,8,,,,,,,,,,,,,,
998,"Gill, Mr. John William",Male,60,52,70,76,61,70,49,93,97,94,66,Economics,1,2,,,,,,,,,,,,,,
999,"Bystrom, Mrs. (Karolina)",Female,85,71,47,70,94,74,88,83,80,46,48,Accountancy,0,2,,,,,,,,,,,,,,
1000,"Duran y More, Miss. Asuncion",Female,48,67,91,96,65,50,62,60,48,66,79,Business Maths,4,5,,,,,,,,,,,,,,
1001,"Roebling, Mr. Washington Augustus II",Male,46,68,62,99,62,82,95,40,59,63,98,Accountancy,2,7,,,,,,,,,,,,,,
1002,"van Melkebeke, Mr. Philemon",Male,40,76,70,94,69,67,80,79,45,51,63,Business Maths,2,3,,,,,,,,,,,,,,
1003,"Johnson, Master. Harold Theodor",Male,90,69,93,97,97,71,66,78,74,96,64,Accountancy,5,0,,,,,,,,,,,,,,
1004,"Balkic, Mr. Cerin",Male,50,78,44,94,63,48,74,91,65,99,51,Economics,4,8,,,,,,,,,,,,,,
1005,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Female,88,57,71,74,94,42,77,77,52,77,61,English,1,6,,,,,,,,,,,,,,
1006,"Carlsson, Mr. Frans Olof",Male,84,71,80,70,82,87,96,78,90,85,91,Economics,1,1,,,,,,,,,,,,,,
1007,"Vander Cruyssen, Mr. Victor",Male,91,73,51,75,90,61,55,63,50,61,59,Accountancy,3,8,,,,,,,,,,,,,,
1008,"Abelson, Mrs. Samuel (Hannah Wizosky)",Female,49,53,55,80,94,59,64,78,73,50,69,Business Maths,0,4,,,,,,,,,,,,,,
1009,"Najib, Miss. Adele Kiamie ""Jane""",Female,75,54,67,96,67,48,45,47,59,54,83,Accountancy,3,0,,,,,,,,,,,,,,
1010,"Gustafsson, Mr. Alfred Ossian",Male,72,68,75,81,76,60,97,47,96,79,51,English,4,1,,,,,,,,,,,,,,
1011,"Petroff, Mr. Nedelio",Male,80,53,55,98,88,56,40,78,78,97,59,Economics,2,1,,,,,,,,,,,,,,
1012,"Laleff, Mr. Kristo",Male,82,99,83,91,82,77,60,47,74,47,88,Economics,5,1,,,,,,,,,,,,,,
1013,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Female,44,56,62,92,74,62,83,80,69,61,95,Commerce,6,7,,,,,,,,,,,,,,
1014,"Shelley, Mrs. William (Imanita Parrish Hall)",Female,45,82,72,96,99,76,78,96,72,90,64,Business Maths,2,0,,,,,,,,,,,,,,
1015,"Markun, Mr. Johann",Male,63,65,49,70,98,84,50,50,70,66,96,Economics,0,1,,,,,,,,,,,,,,
1016,"Dahlberg, Miss. Gerda Ulrika",Female,47,99,64,78,99,66,57,93,49,59,49,Accountancy,5,6,,,,,,,,,,,,,,
1017,"Banfield, Mr. Frederick James",Male,46,67,92,90,94,60,96,96,49,77,76,English,1,5,,,,,,,,,,,,,,
1018,"Sutehall, Mr. Henry Jr",Male,63,66,52,76,94,40,58,49,89,82,73,Commerce,2,6,,,,,,,,,,,,,,
1019,"Rice, Mrs. William (Margaret Norton)",Female,89,51,40,89,87,78,55,46,57,96,72,Business Maths,5,0,,,,,,,,,,,,,,
1020,"Montvila, Rev. Juozas",Male,77,81,81,75,76,76,53,65,96,67,94,Accountancy,6,7,,,,,,,,,,,,,,
1021,"Graham, Miss. Margaret Edith",Female,73,86,40,76,83,81,97,84,95,77,57,Commerce,6,1,,,,,,,,,,,,,,
1022,"Johnston, Miss. Catherine Helen ""Carrie""",Female,84,98,63,75,71,51,54,44,89,99,56,Accountancy,7,6,,,,,,,,,,,,,,
1023,"Behr, Mr. Karl Howell",Male,58,52,50,82,60,93,90,57,93,91,66,Economics,5,0,,,,,,,,,,,,,,
1024,"Dooley, Mr. Patrick",Male,82,88,84,84,86,69,40,56,81,82,64,English,4,3,,,,,,,,,,,,,,
